ko;cpd;referenceAG;compoundclass;compoundname;genesymbol;genename;enzyme_activity
K00362;C00014;ATSDR;Nitrogen-containing;Ammonia;nirB;nitrite reductase (NADH) large subunit;reductase
K00362;C00088;ATSDR;Nitrogen-containing;Nitrite;nirB;nitrite reductase (NADH) large subunit;reductase
K00362;C00088;ATSDR;Inorganic;Nitrite;nirB;nitrite reductase (NADH) large subunit;reductase
K00363;C00014;PSL;Nitrogen-containing;Ammonia;nirD;nitrite reductase (NADH) small subunit;reductase
K00363;C00014;ATSDR;Nitrogen-containing;Ammonia;nirD;nitrite reductase (NADH) small subunit;reductase
K00363;C00088;ATSDR;Nitrogen-containing;Nitrite;nirD;nitrite reductase (NADH) small subunit;reductase
K00363;C00088;ATSDR;Inorganic;Nitrite;nirD;nitrite reductase (NADH) small subunit;reductase
K00364;C00014;PSL;Nitrogen-containing;Ammonia;guaC;GMP reductase;reductase
K00364;C00014;ATSDR;Nitrogen-containing;Ammonia;guaC;GMP reductase;reductase
K00366;C00014;PSL;Nitrogen-containing;Ammonia;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C00014;ATSDR;Nitrogen-containing;Ammonia;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C00088;ATSDR;Nitrogen-containing;Nitrite;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C00088;ATSDR;Inorganic;Nitrite;nirA;ferredoxin-nitrite reductase;ferredoxin
K00367;C00088;ATSDR;Nitrogen-containing;Nitrite;narB;ferredoxin-nitrate reductase;ferredoxin
K00367;C00088;ATSDR;Inorganic;Nitrite;narB;ferredoxin-nitrate reductase;ferredoxin
K00367;C00244;ATSDR;Nitrogen-containing;Nitrate;narB;ferredoxin-nitrate reductase;ferredoxin
K00367;C00244;ATSDR;Inorganic;Nitrate;narB;ferredoxin-nitrate reductase;ferredoxin
K00368;C00088;ATSDR;Nitrogen-containing;Nitrite;nirK;nitrite reductase (NO-forming);reductase
K00368;C00088;ATSDR;Inorganic;Nitrite;nirK;nitrite reductase (NO-forming);reductase
K00370;C00088;ATSDR;Nitrogen-containing;Nitrite;narG;nitrate reductase / nitrite oxidoreductase, alpha subunit;reductase
K00370;C00088;ATSDR;Inorganic;Nitrite;narG;nitrate reductase / nitrite oxidoreductase, alpha subunit;reductase
K00370;C00244;ATSDR;Nitrogen-containing;Nitrate;narG;nitrate reductase / nitrite oxidoreductase, alpha subunit;reductase
K00370;C00244;ATSDR;Inorganic;Nitrate;narG;nitrate reductase / nitrite oxidoreductase, alpha subunit;reductase
K00371;C00088;ATSDR;Nitrogen-containing;Nitrite;narH;nitrate reductase / nitrite oxidoreductase, beta subunit;reductase
K00371;C00088;ATSDR;Inorganic;Nitrite;narH;nitrate reductase / nitrite oxidoreductase, beta subunit;reductase
K00371;C00244;ATSDR;Nitrogen-containing;Nitrate;narH;nitrate reductase / nitrite oxidoreductase, beta subunit;reductase
K00371;C00244;ATSDR;Inorganic;Nitrate;narH;nitrate reductase / nitrite oxidoreductase, beta subunit;reductase
K00372;C00088;ATSDR;Nitrogen-containing;Nitrite;nasC;assimilatory nitrate reductase catalytic subunit;reductase
K00372;C00088;ATSDR;Inorganic;Nitrite;nasC;assimilatory nitrate reductase catalytic subunit;reductase
K00372;C00244;ATSDR;Nitrogen-containing;Nitrate;nasC;assimilatory nitrate reductase catalytic subunit;reductase
K00372;C00244;ATSDR;Inorganic;Nitrate;nasC;assimilatory nitrate reductase catalytic subunit;reductase
K00374;C00088;ATSDR;Nitrogen-containing;Nitrite;narI;nitrate reductase gamma subunit;reductase
K00374;C00088;ATSDR;Inorganic;Nitrite;narI;nitrate reductase gamma subunit;reductase
K00374;C00244;ATSDR;Nitrogen-containing;Nitrate;narI;nitrate reductase gamma subunit;reductase
K00374;C00244;ATSDR;Inorganic;Nitrate;narI;nitrate reductase gamma subunit;reductase
K00382;C00014;PSL;Nitrogen-containing;Ammonia;DLD;dihydrolipoyl dehydrogenase;dehydrogenase
K00382;C00014;ATSDR;Nitrogen-containing;Ammonia;DLD;dihydrolipoyl dehydrogenase;dehydrogenase
K00399;C01438;ATSDR;Aliphatic;Methane;mcrA;methyl-coenzyme M reductase alpha subunit;reductase
K00401;C01438;ATSDR;Aliphatic;Methane;mcrB;methyl-coenzyme M reductase beta subunit;reductase
K00402;C01438;ATSDR;Aliphatic;Methane;mcrG;methyl-coenzyme M reductase gamma subunit;reductase
K00422;C00090;WFD;Aromatic;Catechol;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C00090;PSL;Aromatic;Catechol;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C00090;EPC;Aromatic;Catechol;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C00090;IARC2B;Aromatic;Catechol;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C00090;ATSDR;Aromatic;Catechol;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C03861;EPC;Polyaromatic;Dibenzo[1,4]dioxin-2,3-dione;E1.10.3.1;polyphenol oxidase;oxidase
K00422;C03861;WFD;Polyaromatic;Dibenzo[1,4]dioxin-2,3-dione;E1.10.3.1;polyphenol oxidase;oxidase
K00430;C00067;ATSDR;Aliphatic;Formaldehyde;E1.11.1.7;peroxidase;peroxidase
K00430;C00067;PSL;Aliphatic;Formaldehyde;E1.11.1.7;peroxidase;peroxidase
K00430;C00067;IARC1;Aliphatic;Formaldehyde;E1.11.1.7;peroxidase;peroxidase
K00431;C01382;ATSDR;Inorganic;Iodine;TPO;thyroid peroxidase;peroxidase
K00446;C00090;WFD;Aromatic;Catechol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C00090;PSL;Aromatic;Catechol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C00090;EPC;Aromatic;Catechol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C00090;IARC2B;Aromatic;Catechol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C00090;ATSDR;Aromatic;Catechol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00448;C00230;EPC;Aromatic;3,4-Dihydroxybenzoate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C00230;ATSDR;Aromatic;3,4-Dihydroxybenzoate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C00230;PSL;Aromatic;3,4-Dihydroxybenzoate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C00230;WFD;Aromatic;3,4-Dihydroxybenzoate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C01163;WFD;Aliphatic;3-Carboxy-cis,cis-muconate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C01163;PSL;Aliphatic;3-Carboxy-cis,cis-muconate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C01163;ATSDR;Aliphatic;3-Carboxy-cis,cis-muconate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00448;C01163;EPC;Aliphatic;3-Carboxy-cis,cis-muconate;pcaG;protocatechuate 3,4-dioxygenase, alpha subunit;dioxygenase
K00449;C00230;WFD;Aromatic;3,4-Dihydroxybenzoate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C00230;ATSDR;Aromatic;3,4-Dihydroxybenzoate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C00230;EPC;Aromatic;3,4-Dihydroxybenzoate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C00230;PSL;Aromatic;3,4-Dihydroxybenzoate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C01163;ATSDR;Aliphatic;3-Carboxy-cis,cis-muconate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C01163;PSL;Aliphatic;3-Carboxy-cis,cis-muconate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C01163;WFD;Aliphatic;3-Carboxy-cis,cis-muconate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00449;C01163;EPC;Aliphatic;3-Carboxy-cis,cis-muconate;pcaH;protocatechuate 3,4-dioxygenase, beta subunit;dioxygenase
K00459;C00084;IARC1;Aliphatic;Acetaldehyde;ncd2;nitronate monooxygenase;monooxygenase
K00459;C00084;IARC2B;Aliphatic;Acetaldehyde;ncd2;nitronate monooxygenase;monooxygenase
K00459;C00084;PSL;Aliphatic;Acetaldehyde;ncd2;nitronate monooxygenase;monooxygenase
K00459;C00088;ATSDR;Nitrogen-containing;Nitrite;ncd2;nitronate monooxygenase;monooxygenase
K00459;C00088;ATSDR;Inorganic;Nitrite;ncd2;nitronate monooxygenase;monooxygenase
K00462;C06586;ATSDR;Polyaromatic;2,3-Dihydroxy-4'-chlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C06586;IARC1;Polyaromatic;2,3-Dihydroxy-4'-chlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C06586;ATSDR;Chlorinated;2,3-Dihydroxy-4'-chlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C06586;IARC1;Chlorinated;2,3-Dihydroxy-4'-chlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00478;C00067;ATSDR;Aliphatic;Formaldehyde;HR;[histone H3]-dimethyl-L-lysine9 demethylase;demethylase
K00478;C00067;PSL;Aliphatic;Formaldehyde;HR;[histone H3]-dimethyl-L-lysine9 demethylase;demethylase
K00478;C00067;IARC1;Aliphatic;Formaldehyde;HR;[histone H3]-dimethyl-L-lysine9 demethylase;demethylase
K00479;C00067;PSL;Aliphatic;Formaldehyde;gbcA;glycine betaine monooxygenase A;monooxygenase
K00479;C00067;IARC1;Aliphatic;Formaldehyde;gbcA;glycine betaine monooxygenase A;monooxygenase
K00479;C00067;ATSDR;Aliphatic;Formaldehyde;gbcA;glycine betaine monooxygenase A;monooxygenase
K00480;C00090;ATSDR;Aromatic;Catechol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00090;WFD;Aromatic;Catechol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00090;EPC;Aromatic;Catechol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00090;PSL;Aromatic;Catechol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00090;IARC2B;Aromatic;Catechol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00805;EPC;Aromatic;Salicylate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00805;WFD;Aromatic;Salicylate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00805;ATSDR;Aromatic;Salicylate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C00805;PSL;Aromatic;Salicylate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03012;PSL;Polyaromatic;Naphthalene-1,2-diol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03012;EPC;Polyaromatic;Naphthalene-1,2-diol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03012;WFD;Polyaromatic;Naphthalene-1,2-diol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03012;ATSDR;Polyaromatic;Naphthalene-1,2-diol;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03203;ATSDR;Polyaromatic;1-Hydroxy-2-naphthoate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03203;EPC;Polyaromatic;1-Hydroxy-2-naphthoate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03203;WFD;Polyaromatic;1-Hydroxy-2-naphthoate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00480;C03203;PSL;Polyaromatic;1-Hydroxy-2-naphthoate;E1.14.13.1;salicylate hydroxylase;hydroxylase
K00481;C00230;ATSDR;Aromatic;3,4-Dihydroxybenzoate;pobA;p-hydroxybenzoate 3-monooxygenase;monooxygenase
K00481;C00230;EPC;Aromatic;3,4-Dihydroxybenzoate;pobA;p-hydroxybenzoate 3-monooxygenase;monooxygenase
K00481;C00230;WFD;Aromatic;3,4-Dihydroxybenzoate;pobA;p-hydroxybenzoate 3-monooxygenase;monooxygenase
K00481;C00230;PSL;Aromatic;3,4-Dihydroxybenzoate;pobA;p-hydroxybenzoate 3-monooxygenase;monooxygenase
K00485;C02846;ATSDR;Aromatic;N,N-Dimethylaniline;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C02846;ATSDR;Nitrogen-containing;N,N-Dimethylaniline;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C07108;IARC1;Polyaromatic;Tamoxifen;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C07108;IARC1;Nitrogen-containing;Tamoxifen;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00490;C00067;ATSDR;Aliphatic;Formaldehyde;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00067;PSL;Aliphatic;Formaldehyde;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00067;IARC1;Aliphatic;Formaldehyde;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;EPC;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;CONAMA;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;ATSDR;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;IARC2B;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;EPA;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C00829;WFD;Polyaromatic;Naphthalene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;IARC2B;Organophosphorus;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;ATSDR;Organophosphorus;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;IARC2B;Nitrogen-containing;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;ATSDR;Nitrogen-containing;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;IARC2B;Aromatic;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06604;ATSDR;Aromatic;Parathion;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;PSL;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;EPC;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;CONAMA;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;IARC1;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;ATSDR;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;EPA;Chlorinated;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;PSL;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;EPC;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;CONAMA;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;IARC1;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;ATSDR;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06790;EPA;Aliphatic;Trichloroethene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C06800;IARC1;Aromatic;Aflatoxin B1;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07108;IARC1;Polyaromatic;Tamoxifen;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C14866;IARC2A;Chlorinated;Chloral;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C14866;IARC2A;Aliphatic;Chloral;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C16756;IARC1;Aromatic;Aflatoxin M1;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00490;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP4F;cytochrome P450 family 4 subfamily F;cytochrome P450
K00505;C00090;WFD;Aromatic;Catechol;TYR;tyrosinase;tyrosinase
K00505;C00090;PSL;Aromatic;Catechol;TYR;tyrosinase;tyrosinase
K00505;C00090;IARC2B;Aromatic;Catechol;TYR;tyrosinase;tyrosinase
K00505;C00090;EPC;Aromatic;Catechol;TYR;tyrosinase;tyrosinase
K00505;C00090;ATSDR;Aromatic;Catechol;TYR;tyrosinase;tyrosinase
K00505;C01197;IARC2B;Aromatic;Caffeate;TYR;tyrosinase;tyrosinase
K00510;C00237;ATSDR;Inorganic;CO;HMOX1;heme oxygenase 1;oxygenase
K00520;C00703;EPC;Metal;Mercury(2+);merA;mercuric reductase;reductase
K00520;C00703;WFD;Metal;Mercury(2+);merA;mercuric reductase;reductase
K00520;C01319;EPA;Metal;Hg;merA;mercuric reductase;reductase
K00520;C01319;ATSDR;Metal;Hg;merA;mercuric reductase;reductase
K00531;C00014;PSL;Nitrogen-containing;Ammonia;anfG;nitrogenase delta subunit;nitrogenase
K00531;C00014;ATSDR;Nitrogen-containing;Ammonia;anfG;nitrogenase delta subunit;nitrogenase
K00531;C05361;ATSDR;Nitrogen-containing;Hydrazine;anfG;nitrogenase delta subunit;nitrogenase
K00531;C05361;IARC2A;Nitrogen-containing;Hydrazine;anfG;nitrogenase delta subunit;nitrogenase
K00545;C00090;WFD;Aromatic;Catechol;COMT;catechol O-methyltransferase;methyltransferase
K00545;C00090;PSL;Aromatic;Catechol;COMT;catechol O-methyltransferase;methyltransferase
K00545;C00090;EPC;Aromatic;Catechol;COMT;catechol O-methyltransferase;methyltransferase
K00545;C00090;IARC2B;Aromatic;Catechol;COMT;catechol O-methyltransferase;methyltransferase
K00545;C00090;ATSDR;Aromatic;Catechol;COMT;catechol O-methyltransferase;methyltransferase
K00605;C00014;PSL;Nitrogen-containing;Ammonia;gcvT;glycine cleavage system T protein (aminomethyltransferase);glycine cleavage system
K00605;C00014;ATSDR;Nitrogen-containing;Ammonia;gcvT;glycine cleavage system T protein (aminomethyltransferase);glycine cleavage system
K00606;C00067;ATSDR;Aliphatic;Formaldehyde;panB;3-methyl-2-oxobutanoate hydroxymethyltransferase;hydroxymethyltransferase
K00606;C00067;PSL;Aliphatic;Formaldehyde;panB;3-methyl-2-oxobutanoate hydroxymethyltransferase;hydroxymethyltransferase
K00606;C00067;IARC1;Aliphatic;Formaldehyde;panB;3-methyl-2-oxobutanoate hydroxymethyltransferase;hydroxymethyltransferase
K00622;C05361;ATSDR;Nitrogen-containing;Hydrazine;nat;arylamine N-acetyltransferase;N-acetyltransferase
K00622;C05361;IARC2A;Nitrogen-containing;Hydrazine;nat;arylamine N-acetyltransferase;N-acetyltransferase
K00638;C00918;IARC2A;Aromatic;Chloramphenicol;catB;chloramphenicol O-acetyltransferase type B;O-acetyltransferase
K00638;C00918;IARC2A;Nitrogen-containing;Chloramphenicol;catB;chloramphenicol O-acetyltransferase type B;O-acetyltransferase
K00638;C00918;IARC2A;Chlorinated;Chloramphenicol;catB;chloramphenicol O-acetyltransferase type B;O-acetyltransferase
K00683;C00014;PSL;Nitrogen-containing;Ammonia;QPCT;glutaminyl-peptide cyclotransferase;cyclotransferase
K00683;C00014;ATSDR;Nitrogen-containing;Ammonia;QPCT;glutaminyl-peptide cyclotransferase;cyclotransferase
K00686;C00014;PSL;Nitrogen-containing;Ammonia;tgl;protein-glutamine gamma-glutamyltransferase;gamma-glutamyltransferase
K00686;C00014;ATSDR;Nitrogen-containing;Ammonia;tgl;protein-glutamine gamma-glutamyltransferase;gamma-glutamyltransferase
K00799;C01326;ATSDR;Nitrogen-containing;Hydrogen cyanide;GST;glutathione S-transferase;S-transferase
K00799;C06790;PSL;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;ATSDR;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;CONAMA;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;EPC;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;IARC1;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;EPA;Chlorinated;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;PSL;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;ATSDR;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;CONAMA;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;EPC;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;IARC1;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C06790;EPA;Aliphatic;Trichloroethene;GST;glutathione S-transferase;S-transferase
K00799;C11088;IARC2A;Organometallic;1,2-Dibromoethane;GST;glutathione S-transferase;S-transferase
K00799;C11088;ATSDR;Organometallic;1,2-Dibromoethane;GST;glutathione S-transferase;S-transferase
K00799;C11278;IARC1;Aromatic;Aflatoxin B1exo-8,9-epoxide-GSH;GST;glutathione S-transferase;S-transferase
K00799;C11278;IARC1;Nitrogen-containing;Aflatoxin B1exo-8,9-epoxide-GSH;GST;glutathione S-transferase;S-transferase
K00799;C11278;IARC1;Sulfur-containing;Aflatoxin B1exo-8,9-epoxide-GSH;GST;glutathione S-transferase;S-transferase
K00799;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;GST;glutathione S-transferase;S-transferase
K00808;C00014;PSL;Nitrogen-containing;Ammonia;hss;homospermidine synthase;synthase
K00808;C00014;ATSDR;Nitrogen-containing;Ammonia;hss;homospermidine synthase;synthase
K00816;C00014;PSL;Nitrogen-containing;Ammonia;CCBL;kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase;transaminase
K00816;C00014;ATSDR;Nitrogen-containing;Ammonia;CCBL;kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase;transaminase
K00877;C00014;PSL;Nitrogen-containing;Ammonia;THI20;hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase;kinase
K00877;C00014;ATSDR;Nitrogen-containing;Ammonia;THI20;hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase;kinase
K00926;C00014;PSL;Nitrogen-containing;Ammonia;arcC;carbamate kinase;kinase
K00926;C00014;ATSDR;Nitrogen-containing;Ammonia;arcC;carbamate kinase;kinase
K01011;C00177;ATSDR;Nitrogen-containing;Cyanide ion;TST;thiosulfate/3-mercaptopyruvate sulfurtransferase;sulfurtransferase
