Sample,cpd,SMILES,ChEBI,compoundname,label_Avian,label_Biodegradation,label_Crustacean,label_Eye_Corrosion,label_Eye_Irritation,label_Fathead_Minnow,label_Genomic_AMES_Mutagenesis,label_Genomic_Carcinogenesis,label_Genomic_Micronucleus,label_Honey_Bee,label_Liver_Injury_I,label_Liver_Injury_II,label_NR_AR,label_NR_AR_LBD,label_NR_AhR,label_NR_Aromatase,label_NR_ER,label_NR_ER_LBD,label_NR_GR,label_NR_PPAR_gamma,label_NR_TR,label_Respiratory_Disease,label_SR_ARE,label_SR_ATAD5,label_SR_HSE,label_SR_MMP,label_SR_p53,label_Skin_Sensitisation,label_T._Pyriformis,label_hERG_II_Inhibitor,label_hERG_I_Inhibitor,value_Avian,value_Biodegradation,value_Crustacean,value_Eye_Corrosion,value_Eye_Irritation,value_Fathead_Minnow,value_Genomic_AMES_Mutagenesis,value_Genomic_Carcinogenesis,value_Genomic_Micronucleus,value_Honey_Bee,value_Liver_Injury_I,value_Liver_Injury_II,value_NR_AR,value_NR_AR_LBD,value_NR_AhR,value_NR_Aromatase,value_NR_ER,value_NR_ER_LBD,value_NR_GR,value_NR_PPAR_gamma,value_NR_TR,value_Respiratory_Disease,value_SR_ARE,value_SR_ATAD5,value_SR_HSE,value_SR_MMP,value_SR_p53,value_Skin_Sensitisation,value_T._Pyriformis,value_hERG_II_Inhibitor,value_hERG_I_Inhibitor
BD106,C11146,[CH3][Hg][Cl],CHEBI:28216,Methylmercury chloride,High Safety,Low Safety,Medium Safety,High Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Safety,Low Safety,High Safety,0.01,0.42,0.2,0.9,0.98,0.3,0.26,0.15,0.5,0.62,0.0,0.4,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.01,0.06,0.48,0.11,0.02,1.0,0.04,0.51,0.56,0.31,0.47,0.03
BD106,C00014,[H]N([H])[H],CHEBI:16134,Ammonia,High Safety,Medium Toxicity,Low Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,0.01,0.7,0.37,0.74,0.89,0.12,0.09,0.15,0.5,1.0,0.01,0.63,0.05,0.13,0.0,0.0,0.12,0.02,0.0,0.01,0.0,0.17,0.0,0.0,0.01,0.01,0.02,0.46,0.39,0.29,0.02
BD106,C19300,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CHEBI:82372,Tetranitromethane,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Low Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,0.01,0.06,0.09,0.57,0.98,0.52,1.0,0.15,0.5,0.22,0.01,0.51,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.01,0.03,0.0,0.07,0.03,0.0,0.14,0.01,0.75,0.54,0.29,0.02
BD106,C07041,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CHEBI:5778,Hydrochlorothiazide,High Safety,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,Low Toxicity,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Toxicity,High Safety,High Safety,0.01,0.01,0.48,0.01,0.0,0.61,0.0,0.02,0.51,0.03,1.0,0.08,0.0,0.0,0.07,0.0,0.1,0.04,0.0,0.01,0.0,1.0,0.05,0.01,0.0,0.02,0.02,0.26,0.83,0.0,0.14
BD106,C10312,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,CHEBI:3682,Danthron,High Safety,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,High Safety,High Toxicity,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.01,0.09,0.67,0.03,0.97,0.85,1.0,0.12,0.5,0.09,0.7,0.24,0.0,0.0,0.5,0.0,0.51,0.16,0.22,0.02,0.0,0.58,0.83,0.05,0.0,0.91,0.12,0.73,1.0,0.12,0.02
BD106,C16391,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],CHEBI:46053,Trinitrotoluene,High Safety,High Safety,High Safety,Medium Safety,High Toxicity,High Toxicity,High Toxicity,Medium Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.16,0.01,0.0,0.23,0.99,0.9,1.0,0.8,0.51,1.0,1.0,0.35,0.0,0.01,0.08,0.09,0.08,0.02,0.24,0.01,0.09,0.0,0.43,0.01,0.01,0.49,0.06,0.95,1.0,0.12,0.02
BD106,C16038,Cn1c(N)nc2ncc(-c3ccccc3)cc21,CHEBI:76290,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",High Safety,High Safety,Low Toxicity,High Safety,Low Safety,Medium Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,High Safety,High Safety,High Safety,High Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Toxicity,Low Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Toxicity,Low Safety,High Safety,0.02,0.01,0.65,0.01,0.37,0.82,0.99,0.0,0.54,0.7,0.7,0.14,0.03,0.02,0.92,0.32,0.31,0.1,0.06,0.01,0.18,0.85,0.35,0.17,0.01,0.04,0.01,0.72,0.83,0.36,0.11
BD106,C00088,O=N[O-],CHEBI:16301,Nitrite,High Safety,High Toxicity,Low Safety,Medium Toxicity,High Toxicity,Medium Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Safety,Medium Safety,High Safety,0.01,0.84,0.46,0.68,0.98,0.22,0.72,0.15,0.5,0.14,0.0,0.43,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.34,0.1,0.01,0.0,0.06,0.01,0.7,0.33,0.3,0.02
BD106,C00244,O=[N+]([O-])O,CHEBI:48107,Nitrate,High Safety,Medium Toxicity,Medium Safety,Low Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,Low Toxicity,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Safety,Low Safety,High Safety,0.01,0.8,0.28,0.59,0.88,0.22,0.43,0.15,0.5,0.29,0.0,0.45,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.01,0.0,0.21,0.34,0.02,0.0,0.06,0.01,0.69,0.45,0.35,0.02
BD106,C06956,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@@]43O)[C@@]1(C)CC[C@H](O[C@H]1C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4C[C@H](O)[C@H](O)[C@@H](C)O4)[C@@H](C)O3)[C@@H](C)O1)C2,CHEBI:4551,Digoxin,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Medium Toxicity,Low Safety,High Toxicity,High Safety,High Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,High Safety,Low Safety,Medium Toxicity,High Toxicity,High Safety,0.01,0.1,0.56,0.0,0.01,0.88,0.1,0.15,0.5,0.55,0.02,0.79,0.38,1.0,0.0,0.96,0.37,0.02,0.4,0.01,0.0,0.87,0.22,0.02,0.0,0.83,0.13,0.41,0.81,1.0,0.01
BD106,C15234,O=[N+]([O-])[O][Pb][O][N+](=O)[O-],CHEBI:37187,Lead nitrate,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Low Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,0.01,0.02,0.16,0.58,0.97,0.53,0.69,0.15,0.5,0.04,0.01,0.36,0.01,0.0,0.0,0.01,0.05,0.01,0.07,0.01,0.1,0.34,0.34,0.03,0.06,0.05,0.02,0.78,0.57,0.29,0.04
BD106,C07561,ClC(Cl)(Cl)Cl,CHEBI:27385,Carbon tetrachloride,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Toxicity,Low Safety,High Safety,0.03,0.01,0.0,0.56,0.72,0.75,0.0,0.15,0.5,0.87,0.02,0.55,0.0,0.07,0.0,0.0,0.08,0.03,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.45,0.96,0.39,0.12
BD106,C00070,[Cu],CHEBI:28694,Copper,High Safety,Medium Toxicity,High Safety,Low Safety,High Toxicity,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Safety,High Safety,0.01,0.67,0.03,0.49,0.96,0.16,0.18,0.15,0.5,1.0,0.01,0.63,0.0,0.09,0.0,0.0,0.12,0.07,0.09,0.01,0.13,0.07,0.02,0.0,0.04,0.0,0.01,0.52,0.37,0.38,0.02
BD106,C16444,Nc1ccc(-c2ccc(N)cc2)cc1,CHEBI:80495,Benzidine,High Toxicity,Medium Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.85,0.23,1.0,0.31,0.96,0.99,1.0,0.15,0.51,0.0,0.97,0.2,0.0,0.0,0.57,0.78,0.35,0.03,0.08,0.01,0.0,0.52,0.12,0.15,0.0,0.78,0.08,0.79,0.99,0.1,0.03
BD106,C19231,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,CHEBI:82321,"3,3'-Dimethoxybenzidine",High Safety,High Safety,Low Safety,High Safety,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Toxicity,High Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Toxicity,Medium Safety,High Safety,0.01,0.03,0.42,0.01,0.94,0.97,1.0,0.15,0.5,0.09,0.95,0.2,0.0,0.0,0.18,0.0,0.41,0.04,0.06,0.02,0.08,0.28,0.71,0.1,0.0,0.81,0.09,0.41,0.99,0.17,0.02
BD106,C01576,[H][C@]12COC(=O)[C@]1([H])[C@H](c1cc(OC)c(O)c(OC)c1)c1cc3c(cc1[C@H]2O[C@@H]1O[C@@H]2CO[C@@H](C)O[C@H]2[C@H](O)[C@H]1O)OCO3,CHEBI:4911,Etoposide,High Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Toxicity,Medium Safety,High Safety,High Toxicity,High Safety,Low Toxicity,Medium Safety,High Toxicity,High Safety,High Safety,0.0,0.06,0.39,0.0,0.01,0.73,0.0,0.1,0.51,0.68,0.53,0.1,0.0,0.09,0.09,0.0,0.14,0.03,0.61,0.02,0.58,0.85,0.21,0.14,1.0,0.05,0.59,0.26,0.91,0.02,0.06
BD106,C19312,c1cc2c3c(cccc3c1)CC2,CHEBI:22154,Acenaphthene,High Safety,High Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.01,0.15,1.0,0.93,1.0,0.99,0.0,0.15,0.5,0.1,0.73,0.24,0.0,0.0,0.04,0.0,0.14,0.04,0.05,0.02,0.02,0.23,0.03,0.0,0.0,0.0,0.01,0.79,0.99,0.14,0.12
BD106,C19425,c1ccc2c(c1)-c1cccc3cccc-2c13,CHEBI:33083,Fluoranthene,Low Safety,High Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Toxicity,High Toxicity,Low Safety,High Safety,0.4,0.09,1.0,0.6,0.98,0.98,0.61,0.15,0.5,0.06,0.72,0.32,0.0,0.0,0.12,0.0,0.57,0.22,0.27,0.03,0.12,0.25,0.1,0.05,0.0,0.63,0.04,0.9,1.0,0.48,0.08
BD106,C14449,ClCC1CO1,CHEBI:37144,Epichlorohydrin,High Safety,Medium Safety,Medium Safety,High Toxicity,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Safety,Medium Safety,High Safety,0.0,0.27,0.22,0.97,0.97,0.04,1.0,0.15,0.5,0.5,0.29,0.39,0.0,0.0,0.01,0.0,0.05,0.0,0.01,0.01,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.68,0.47,0.29,0.02
BD106,C02116,CC(C)[N+](=O)[O-],CHEBI:16037,2-Nitropropane,High Safety,Medium Safety,Low Safety,Medium Toxicity,High Toxicity,Low Safety,High Toxicity,High Safety,Low Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Safety,Low Toxicity,High Safety,0.01,0.32,0.38,0.83,1.0,0.39,1.0,0.0,0.49,0.63,0.0,0.51,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.08,0.01,0.0,0.05,0.0,0.78,0.49,0.54,0.02
BD106,C19275,C[N+](=O)[O-],CHEBI:77701,Nitromethane,High Safety,High Toxicity,Medium Safety,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,Low Safety,High Safety,0.01,0.84,0.24,0.77,0.99,0.25,0.28,0.0,0.5,0.48,0.0,0.44,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.64,0.02,0.0,0.01,0.01,0.85,0.57,0.34,0.02
BD106,C11195,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CHEBI:50729,Mitoxantrone,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,Low Toxicity,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Toxicity,Low Safety,High Safety,High Safety,High Safety,Low Safety,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,0.32,0.01,0.37,0.0,0.17,0.65,0.94,0.12,0.51,0.65,0.1,0.04,0.12,0.05,0.3,0.05,0.18,0.08,0.21,0.01,0.06,0.97,0.42,0.01,0.02,0.15,0.48,0.61,0.76,0.56,0.12
BD106,C19239,CCOS(C)(=O)=O,CHEBI:23994,Ethyl methanesulfonate,High Safety,Low Safety,Medium Safety,High Toxicity,High Toxicity,Low Safety,High Toxicity,High Toxicity,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,Medium Safety,High Safety,0.05,0.47,0.22,0.97,0.97,0.49,1.0,0.99,0.5,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.21,0.01,0.0,0.0,0.01,0.0,0.97,0.07,0.21,0.03
BD106,C18447,[H]C([H])([H])Br,CHEBI:39275,Methyl bromide,High Safety,High Safety,High Toxicity,High Toxicity,High Toxicity,Medium Safety,High Toxicity,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Toxicity,Low Safety,High Safety,0.01,0.02,1.0,0.85,1.0,0.33,1.0,0.15,0.5,0.88,0.01,0.37,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.24,0.55,0.35,0.04
BD106,C07316,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CHEBI:9334,Sulfasalazine,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Toxicity,Medium Safety,Medium Safety,0.0,0.07,0.2,0.05,0.03,0.89,0.0,0.04,0.54,0.36,0.31,0.13,0.0,0.0,0.01,0.0,0.27,0.01,0.01,0.02,0.04,1.0,0.35,0.0,0.0,0.18,0.09,0.24,0.98,0.29,0.18
BD106,C19185,C=CF,CHEBI:51314,Vinyl fluoride,High Safety,High Toxicity,Low Safety,Low Safety,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,Medium Safety,Low Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Safety,High Safety,0.01,0.96,0.41,0.48,0.95,0.33,0.22,0.15,0.5,1.0,0.32,0.39,0.54,0.02,0.0,0.0,0.07,0.0,0.12,0.01,0.04,0.25,0.08,0.0,0.01,0.01,0.0,0.62,0.39,0.37,0.04
BD106,C19246,[H]C(=O)C1CO1,CHEBI:82332,Glycidaldehyde,High Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,Low Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Medium Toxicity,Medium Safety,High Safety,0.01,0.96,0.23,0.95,0.99,0.49,1.0,0.15,0.5,0.66,0.26,0.42,0.0,0.0,0.0,0.13,0.03,0.0,0.07,0.01,0.01,0.27,0.04,0.01,0.0,0.02,0.0,0.84,0.81,0.27,0.03
BD106,C00067,[H]C([H])=O,CHEBI:16842,Formaldehyde,High Safety,High Toxicity,Medium Safety,Medium Toxicity,High Toxicity,Low Toxicity,High Toxicity,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Toxicity,Medium Safety,Medium Safety,High Safety,0.01,0.96,0.29,0.81,0.97,0.63,1.0,0.15,0.5,0.42,0.0,0.39,0.02,0.0,0.0,0.0,0.08,0.0,0.01,0.01,0.01,0.17,0.05,0.0,0.0,0.19,0.0,0.75,0.21,0.26,0.03
BD106,C18754,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,CHEBI:81938,Captafol,High Safety,High Safety,Medium Toxicity,Medium Safety,Low Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,High Safety,High Toxicity,Low Toxicity,Medium Safety,Medium Toxicity,High Toxicity,Medium Safety,High Safety,0.02,0.0,0.81,0.26,0.4,0.82,0.0,0.12,0.51,0.44,0.27,0.34,0.0,0.0,0.01,0.01,0.09,0.02,0.09,0.03,0.12,1.0,0.65,0.02,1.0,0.59,0.18,0.72,0.91,0.19,0.07
BD106,C02227,Nc1ccc2ccccc2c1,CHEBI:27878,2-Naphthylamine,Medium Toxicity,Low Safety,High Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.71,0.34,1.0,0.77,0.99,0.95,1.0,0.15,0.5,0.63,0.76,0.24,0.0,0.0,0.94,0.32,0.15,0.01,0.03,0.02,0.02,0.2,0.05,0.14,0.0,0.0,0.03,0.94,0.96,0.09,0.05
BD106,C06681,[H][C@]12N[C@@]1([H])CN1C3=C(C(=O)C(N)=C(C)C3=O)[C@@H](COC(N)=O)[C@]12OC,CHEBI:27504,Mitomycin,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Toxicity,High Safety,Low Toxicity,Low Safety,Low Toxicity,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,0.01,0.01,0.11,0.0,0.0,0.48,1.0,0.05,0.51,0.49,0.54,0.74,0.0,0.0,0.0,0.04,0.08,0.0,0.12,0.01,0.64,0.98,0.21,0.02,0.01,0.0,0.13,0.36,0.59,0.19,0.03
BD106,C10928,CCc1cccc(CC)c1N(COC)C(=O)CCl,CHEBI:2533,Alachlor,High Safety,Medium Safety,High Toxicity,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,High Safety,0.01,0.25,1.0,0.13,0.64,0.99,1.0,0.0,0.5,0.03,0.08,0.18,0.0,0.0,0.06,0.09,0.17,0.01,0.09,0.02,0.48,0.28,0.79,0.01,0.26,0.15,0.04,0.55,0.99,0.05,0.03
BD106,C11090,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,CHEBI:4791,Endosulfan,High Toxicity,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Toxicity,Low Toxicity,High Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Toxicity,High Safety,High Safety,High Toxicity,High Safety,Medium Toxicity,High Toxicity,Medium Safety,High Safety,0.96,0.01,0.91,0.15,0.97,0.88,0.0,0.9,0.5,1.0,0.57,0.35,0.0,0.0,0.01,0.22,0.07,0.03,0.02,0.02,0.17,0.0,0.96,0.03,0.0,0.87,0.04,0.69,0.93,0.23,0.06
BD106,C14322,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CHEBI:34631,Chlorpyrifos,High Toxicity,High Safety,High Toxicity,Medium Safety,High Safety,Medium Toxicity,High Safety,High Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Toxicity,Medium Safety,High Safety,0.97,0.02,1.0,0.2,0.11,0.73,0.0,0.9,0.5,0.67,0.94,0.28,0.0,0.0,0.86,0.0,0.11,0.02,0.02,0.02,0.24,0.0,0.66,0.01,0.0,0.74,0.08,0.52,0.93,0.19,0.07
BD106,C14430,COP(=O)(OC)OC=C(Cl)Cl,CHEBI:34690,Dichlorvos,High Toxicity,High Safety,Medium Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,High Toxicity,Low Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Toxicity,High Safety,High Safety,0.91,0.03,0.82,0.77,0.95,0.8,1.0,0.45,0.5,1.0,0.06,0.38,0.0,0.0,0.01,0.16,0.03,0.0,0.06,0.01,0.0,1.0,0.72,0.03,0.0,0.01,0.05,0.74,0.81,0.12,0.03
BD106,C01326,C#N,CHEBI:18407,Hydrogen cyanide,High Safety,Medium Toxicity,Low Safety,Medium Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,0.01,0.83,0.36,0.74,0.95,0.12,0.26,0.15,0.5,0.59,0.02,0.36,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.06,0.01,0.02,0.0,0.01,0.0,0.55,0.46,0.29,0.02
